nm	mua[cm-1]	musp[cm-1]
648.0	0.8272	3.00622623627643
650.0	0.8264	2.994846973519059
652.0	0.8245	2.9835682225726066
654.0	0.8261000000000001	2.97238858119706
656.0	0.8201	2.961306673061874
658.0	0.8196000000000001	2.950321147165212
660.0	0.8179000000000001	2.9394306772682626
662.0	0.8147	2.928633961344181
664.0	0.8129	2.9179297210412463
666.0	0.8064	2.9073167011598073
668.0	0.8032	2.896793669142618
670.0	0.8015	2.8863594145781875
672.0	0.8009	2.876012748716761
674.0	0.801	2.8657525039985625
676.0	0.7979	2.8555775335939697
678.0	0.7926	2.845486710955258
680.0	0.7914	2.8354789293796
682.0	0.791	2.825553101582995
684.0	0.7933999999999999	2.8157081592848248
686.0	0.7887	2.805943052802723
688.0	0.7793	2.796256750657497
690.0	0.7825	2.7866482391877834
692.0	0.7815	2.7771165221742
694.0	0.7750999999999999	2.7676606204727094
696.0	0.7715	2.7582795716569466
698.0	0.772	2.748972429669261
700.0	0.7665	2.739738264480236
702.0	0.7643	2.730576161756445
704.0	0.7625	2.7214852225362343
706.0	0.76	2.7124645629132966
708.0	0.7615	2.7035133137278295
710.0	0.7632	2.694630620265082
712.0	0.7577	2.6858156419610735
714.0	0.7535000000000001	2.677067552115307
716.0	0.7461	2.668385537610276
718.0	0.7479	2.659768798637596
720.0	0.7496	2.6512165484305688
722.0	0.7435999999999999	2.642728013003022
724.0	0.7374	2.6343024308942486
726.0	0.7416	2.62593905291989
728.0	0.7371	2.6176371419286015
730.0	0.7345999999999999	2.6093959725643527
732.0	0.7374999999999999	2.601214831034209
734.0	0.747	2.59309301488146
736.0	0.7352000000000001	2.585029832763947
738.0	0.7371	2.577024604237453
740.0	0.7384999999999999	2.5690766595440397
742.0	0.7316	2.56118533940518
744.0	0.7303999999999999	2.553349994819585
746.0	0.7305	2.5455699868655883
748.0	0.7234	2.537844686507981
750.0	0.7248	2.5301734744091786
752.0	0.7242	2.5225557407446133
754.0	0.7221	2.5149908850222373
756.0	0.7191000000000001	2.507478315906047
758.0	0.7088	2.500017451043507
760.0	0.7066	2.4926077168967975
762.0	0.707	2.4852485485777667
764.0	0.7062	2.4779393896865174
766.0	0.7040000000000001	2.4706796921535217
