nm,H2O mua,H2O std,DMSO mua,DMSO std,D2O mua,D2O std,melanin mua,melanin std,corn oil mua,corn oil std,HbO2 mua,HbO2 std,Hb mua,Hb std,melanin DMSO mua,melanin DMSO std
462,,,,,,,9.136435915032346,0.07671366712875748,0.3698104332067674,0.015908121487132044,6.495345911500874,0.023629615382931814,4.578761742945988,0.0756470714941124,858.8249760130404,7.2110847101032025
464,,,,,,,9.049835117308348,0.02840909090909031,0.353102328393917,0.015701148643137368,6.130816431128497,0.021896976075459422,4.301253733935064,0.061898846441678444,850.6845010269847,2.6704545454544895
466,,,,,,,8.952479786428242,0.043172271502723694,0.33450462886384275,0.014405729623970359,5.804750846253533,0.022636870364958882,4.086822566514164,0.05702112986641256,841.5330999242548,4.058193521256027
468,,,,,,,8.824618569419536,0.04268200146162478,0.3189054060679531,0.00912103745431892,5.5074385709781,3.5131114620363385e-15,3.906744967447119,0.04667905775964944,829.5141455254364,4.012108137392729
470,,,,,,,8.743770038485067,0.027700831024931143,0.30687885755039196,0.009095396878042073,5.235574538069625,0.0213130987811592,3.7688100942766254,0.048238544416432286,821.9143836175963,2.6038781163435276
472,,,,,,,8.667921629945758,0.048338716848794976,0.29889885862048815,0.009075171560884538,4.990170263143908,0.020426891427407102,3.6574193206878696,0.036826539828836005,814.7846332149012,4.543839383786728
474,,,,,,,8.56226004215285,0.0492640696764559,0.28351493492284363,0.012813788774996353,4.772239037626574,0.025285849375590575,3.570837797069677,0.04404896161015865,804.8524439623679,4.6308225495868545
476,,,,,,,8.467656585988943,0.045161155094666436,0.26330276789399165,0.009160395447955823,4.573376331758681,0.024447455196646328,3.5059257848598544,0.03872993813699748,795.9597190829606,4.245148578898645
478,,,,,,,8.360336555691879,0.05579487585759628,0.2529913868654205,0.01109845955087394,4.379738917522603,0.023507281089056635,3.4548420752690805,0.041984229983484604,785.8716362350366,5.244718330614051
480,,,,,,,8.27779735373308,0.04224634192391794,0.2389669061864503,0.012813098757946992,4.201187424481766,0.014350048115731389,3.416208775215632,0.032981679125474735,778.1129512509095,3.9711561408482865
482,,,,,,,8.18017977166126,0.039307958853010715,0.22739370853948407,0.012634160359501321,4.047307206358405,0.01392323800296545,3.3891602048725766,0.03228640839816586,768.9368985361584,3.6949481321830073
484,,,,,,,8.083563153501263,0.04075292823587438,0.2195741391766544,0.016637806791005322,3.9160220688089833,0.019284595287071413,3.379248195842907,0.027621432115457655,759.8549364291188,3.8307752541721922
486,,,,,,,7.991922685721005,0.030516496484390115,0.20461073692564016,0.01265967425416809,3.798952639767593,0.01647422948015486,3.3728697426681706,0.023534449867110493,751.2407324577745,2.868550669532671
488,,,,,,,7.907173273688341,0.039879844009774755,0.19328565201848313,0.008937782883229587,3.699219255241919,0.009058843135819974,3.3847435887533535,0.033085497168618104,743.2742877267041,3.748705336918827
490,,,,,,,7.843481926752124,0.041829319917983686,0.18324660182766064,0.015351588627197576,3.600857142989629,0.02427494064686746,3.3996364895738562,0.03680823158948449,737.2873011146996,3.9319560722904665
492,,,,,,,7.740649657323046,0.03566115738558945,0.17690998680036615,0.0178077080120366,3.5205797573877757,0.02198259628461673,3.41987901108724,0.036792827547583895,727.6210677883663,3.3521487942454082
494,,,,,,,7.6626392342459075,0.04272304214389332,0.16573294608088274,0.017778371771424935,3.4474281528458235,0.02531668860203438,3.459644213435326,0.0408437455785704,720.2880880191153,4.015965961525972
496,,,,,,,7.572419728906621,0.044270037819086415,0.15344967772238327,0.016556806710286386,3.374175411775129,0.008783219105318351,3.4938749052428246,0.044514959042643944,711.8074545172224,4.161383554994123
