nm	musp[cm-1]	musp_std[cm-1]	fit_musp[cm-1]
1494.0	8.393	0.0261576417557518	1.2508422868809421
1496.0	8.157	0.138132786356703	1.2492301477637164
1498.0	8.109	0.0163910544708592	1.247622403858501
1500.0	7.849	0.0265455583227532	1.2460190364696586
1502.0	7.788	0.0820988564002095	1.2444200270113333
1504.0	7.564	0.0396063967897445	1.2428253570066263
1506.0	7.574999999999999	0.0359103822808333	1.2412350080867698
1508.0	7.345000000000001	0.043407628617816	1.239648961990313
1510.0	7.216	0.0430529389885933	1.238067200562317
1512.0	7.077	0.044324560535516	1.236489705753553
1514.0	7.027	0.023795424396766	1.2349164596197113
1516.0	6.757	0.0148548533034378	1.233347444320617
1518.0	6.630000000000001	0.0333199973322662	1.231782642119449
1520.0	6.507	0.0289865869364127	1.2302220353819742
1522.0	6.363	0.021228911104121	1.2286656065757802
1524.0	6.265	0.0274752413799937	1.2271133382695203
1526.0	6.074000000000001	0.0653316326309254	1.2255652131321635
1528.0	6.021	0.0540514158515349	1.224021213932252
1530.0	5.925000000000001	0.0016996731711973	1.2224813235371643
1532.0	5.718	0.0151217282962846	1.220945524912387
1534.0	5.638	0.0102740233382814	1.2194138011207905
1536.0	5.475	0.0288905982400266	1.2178861353219135
1538.0	5.433	0.0228958996814328	1.2163625107712541
1540.0	5.319000000000001	0.0522579074292965	1.2148429108195642
1542.0	5.2780000000000005	0.0122836838484589	1.2133273189121552
1544.0	5.171	0.0166733320005332	1.211815718588204
1546.0	5.092	0.0692066149696368	1.210308093480071
1548.0	4.965	0.0139602610609148	1.2088044273126206
1550.0	4.874	0.0134742552876049	1.2073047039025484
1552.0	4.767	0.0139283882771842	1.205808907157715
1554.0	2.6444	2.27823868713433	1.2043170210764862
1556.0	4.638	0.0237627158941624	1.2028290297470774
1558.0	4.518	0.0441814440687488	1.2013449173469053
1560.0	4.463	0.0103708994574028	1.1998646681419445
1562.0	4.418	0.0224647872606588	1.1983882664860905
1564.0	4.33	0.0147044966667416	1.1969156968205275
1566.0	4.244	0.0220655588845802	1.1954469436731028
1568.0	2.28665	2.0042789311869744	1.1939819916577052
1570.0	4.1265	1.7734462995869793	1.1925208254736512
1572.0	4.064	0.0278607649252889	1.1910634299050737
1574.0	3.982	1.853703400055144	1.1896097898203186
1576.0	2.0558	1.8937066143911756	1.1881598901713446
1578.0	2.03205	1.9021508914909984	1.1867137159931305
1580.0	3.789	1.753317425225678	1.1852712524030857
1582.0	3.779	1.5903805267922515	1.1838324846004662
1584.0	3.7625	1.4527131057094511	1.1823973978657967
1586.0	2.0894	1.7062137064923086	1.180965977560296
1588.0	3.634	1.612958122209005	1.1795382091253113
1590.0	2.06105	1.6492490590838271	1.1781140780817496
1592.0	1.94795	1.622793945039097	1.1766935700295236
1594.0	2.16045	1.485043141909801	1.1752766706469948
1596.0	2.06995	1.5021535722828816	1.173863365690426
1598.0	0.7227	1.515662537137351	1.1724536409934354
