nm,cm-1
1443.319838, 0.8063842859660724
1447.4493927125504, 0.7641481571613827
1451.5789473684213, 0.6715878085868409
1457.7732793522268, 0.5966242955331788
1466.0323886639676, 0.5415578554908184
1470.161943319838, 0.5131925863036859
1472.2267206477734, 0.45103018464247474
1476.3562753036435, 0.4094015972620127
1484.6153846153843, 0.38380634448337053
1497.004048582996, 0.3598112734558099
1497.004048582996, 0.3337063616686572
1509.3927125506075, 0.3196486666459639
1523.8461538461538, 0.2964576193907456
1546.5587044534414, 0.25227206308331246
1556.8825910931173, 0.2217146510477313
1583.7246963562752, 0.20562888099408325
1600.2429149797572,0.182676315
1604.3724696356276, 0.20785334084218424
1606.4372469635628, 0.23146534695770038
1612.6315789473683, 0.24690129310614983
1614.6963562753035, 0.2779234764924106
1625.020243,0.29966465
1633.2793522267207, 0.34838229418135647
1639.4736842105262, 0.4094015972620127
1651.8623481781378, 0.48631300971227576
1655.9919028340082, 0.5653748019198978
1653.927125506073, 0.6364119381231071
1660.1214574898786, 0.7559701943404894
1662.1862348178138, 0.8883786869040985
1660.1214574898786,1
1676.639676, 1.4110185078357504
1678.7044534412958, 1.6228574510321774
1682.8340080971657, 1.9485862163414882
1680.769230769231, 2.1699443598788553
1682.8340080971657, 2.495722312073721
1684.8987854251009,2.932849108
1689.0283400809717, 3.061831652762862
1689.0283400809717, 3.5981127345580988
1689.0283400809717, 3.8795829920209566
1695.2226720647773, 4.6084130933930005
1695.2226720647773, 4.759596028381914
1697.2874493927125, 6.228629858982599
1705.5465587044532, 7.478797526047073
1713.8056680161944, 8.509548973703572
1709.6761133603236, 9.578740574425995
1717.9352226720648, 11.135993581813242
1728.2591093117408, 9.578740574425995
1730.323886639676, 8.328384124974097
1732.3886639676111, 7.977543093729467
1742.7125506072875, 6.861966573053275
1744.7773279352227, 6.030784802926294
1765.4251012145746, 7.163746131066384
1769.5546558704455, 6.161970660848717
1773.6842105263158, 5.357620684224857
1775.748987854251, 5.131925863036854
1781.9433198380566, 4.5103018464247455
1792.2672064777325, 4.183071877492683
1810.8502024291497, 3.7563526296605203
1825.3036437246965, 3.4838229418135644
1833.5627530364372, 3.061831652762862
1850.0809716599188, 2.6621568808633813
1870.728744939271, 2.289881898985551
1872.7935222672063, 1.9909732294550249
1883.1174089068822, 1.8866916812782673
1887.246963562753, 1.9909732294550249
1893.4412955465586, 2.101018645357522
1903.7651821862346, 2.1699443598788553
1907.8947368421054, 2.2653754353388886
1909.9595141700402, 2.289881898985551
1920.2834008097166,2.365003434
1926.4777327935221, 2.3905876573160803
1938.8663967611333, 2.4690129310614983
1947.1255060728745, 2.3905876573160803
1955.3846153846152, 2.289881898985551
1959.5141700404856, 2.289881898985551
1973.9676113360324, 2.146721475504683
1980.161943319838, 2.101018645357522
1986.3562753036435, 2.101018645357522
1994.6153846153843, 2.146721475504683
2002.874493927125, 2.314653469577003
2011.1336032388663, 2.314653469577003
2015.2631578947367, 2.1699443598788553
2025.587044534413, 2.289881898985551
2025.587044534413, 2.0785334084218423
2033.8461538461538, 2.241131241445409
2035.910931174089, 2.1237471239356034
2042.1052631578946, 2.0785334084218423
2042.1052631578946, 2.0125112545911614
2044.1700404858298, 1.8866916812782673
2058.6234817813765, 2.0125112545911614
2066.8825910931173, 2.0125112545911614
2068.9473684210525, 1.731082464192877
2077.2064777327932, 1.640413259445668
2089.595141700405, 1.826763152870829
2095.7894736842104, 2.0562888099408347
2099.919028340081, 2.241131241445409
2101.983805668016, 2.495722312073721
2106.1133603238864, 2.605480639842132
2118.502024291498, 3.029063733105575
2120.566801619433, 3.4096537633759847
2130.890688259109, 3.716151901752412
2145.344129554656, 3.8795829920209566
2153.6032388663966, 3.5981127345580988
2151.5384615384614, 3.2660188847993816
2155.668016194332,2.932849108
2161.8623481781374, 2.749491215371475
2163.9271255060726, 2.577596618133126
2180.4453441295545, 2.6621568808633813
2186.639676, 2.690955661765156
2186.639676, 2.522720630833123
2188.7044534412953, 2.3905876573160803
2199.0283400809717, 2.241131241445409
2207.2874493927125, 2.4164486464502777
2207.2874493927125, 2.550011013021339
2213.481781376518, 2.720065983202876
2221.740890688259, 3.0949540504547066
2229.9999999999995, 3.4838229418135644
2227.9352226720644, 3.8380634448337014
2236.1943319838056, 4.228323669887887
2234.1295546558704, 4.6084130933930005
2240.323886639676, 5.474163404426361
2242.388663967611, 6.502556166530117
2246.5182186234815, 7.641481571613828
2254.7773279352223, 9.274483216258679
2254.7773279352223, 10.552721725608633
2263.0364372469635, 12.137022289906506
2263.0364372469635, 13.959176968365608
2269.230769230769, 16.054895260116545
2269.230769230769, 18.267631528708282
2279.554655870445, 20.125112545911627
2279.554655870445, 23.146534695770026
2291.9433198380566, 26.33666306370656
2294.008097165992, 28.704099396033993
2296.0728744939265, 31.96486666459639
2298.137651821862, 35.98112734558099
2302.2672064777325, 41.38304372695793
2310.5263157894733, 46.084130933930005
2312.591093117409, 39.21551690928451
2314.655870445344, 34.838229418135626
2318.7854251012145, 30.618316527628604
2110.2429149797567,2.932849108
1827.3684210526317, 3.2660188847993816
1872.7935222672063, 2.522720630833123
1856.2753036437243,2.365003434
1909.9595141700402, 2.0785334084218423
1864.5344129554655, 2.101018645357522
1800.5263157894738, 4.050201549856091
1571.336032388664, 0.21699443598788565
1319.4331983805669, 0.10217527008854256
1536.234817813765, 0.29014615682820644
